current_allocated_disk_space,unused_allocated_disk_space,total_downtime,original_value
10.004,1.686172,2,8.317828
10.004,1.674408,2,8.329592
10.004,1.662657,2,8.341343
10.004,1.65084,2,8.35316
10.004,1.638989,2,8.365011
10.004,1.627125,2,8.376875
10.004,1.615268,2,8.388732
10.004,1.603397,2,8.400603
10.004,1.594932,2,8.409068
10.004,1.581675,2,8.422325
10.004,1.571457,2,8.432543
10.004,1.559633,2,8.444367
10.004,1.547882,2,8.456118
10.004,1.5361245,2,8.4678755
10.004,1.524294,2,8.479706
10.004,1.512443,2,8.491557
10.004,1.504011,2,8.499989
10.004,1.490728,2,8.513272
10.004,1.48049,2,8.52351
10.004,1.468699,2,8.535301
10.004,1.456922,2,8.547078
10.004,1.445177,2,8.558823
10.004,1.436746,2,8.567254
10.004,1.423482,2,8.580518
10.004,1.413265,2,8.590735
10.004,1.40148,2,8.60252
10.004,1.389716,2,8.614284
10.004,1.377939,2,8.626061
10.004,1.366102,2,8.637898
10.004,1.35425,2,8.64975
10.004,1.345812,2,8.658188
10.004,1.332542,2,8.671458
10.004,1.322297,2,8.681703
10.004,1.310494,2,8.693506
10.004,1.298749,2,8.705251
10.004,1.286978,2,8.717022
10.004,1.27856,2,8.72544
10.004,1.265276,2,8.738724
10.004,1.255065,2,8.748935
10.004,1.243241,2,8.760759
10.004,1.231504,2,8.772496
10.004,1.219739,2,8.784261
10.004,1.207882,2,8.796118
10.004,1.196044,2,8.807956
10.004,1.1876195,2,8.8163805
10.004,1.174309,2,8.829691
10.004,1.164085,2,8.839915
10.004,1.152288,2,8.851712
10.004,1.140523,2,8.863477
10.004,1.128732,2,8.875268
10.004,1.116922,2,8.887078
10.004,1.105038,2,8.898962
10.004,1.093193,2,8.910807
10.004,1.084729,2,8.919271
10.004,1.0714515,2,8.9325485
10.004,1.061234,2,8.942766
10.004,1.049429,2,8.954571
10.004,1.037652,2,8.966348
10.004,1.025874,2,8.978126
10.004,1.014051,2,8.989949
10.004,1.002186,2,9.001814
10.004,0.990336,2,9.013664
10.004,0.978491,2,9.025509
10.004,0.970006,2,9.033994
10.004,0.9567025,2,9.0472975
10.004,0.946465,2,9.057535
10.004,0.934668,2,9.069332
10.004,0.922883,2,9.081117
10.004,0.911133,2,9.092867
10.004,0.899315,2,9.104685
10.004,0.890877,2,9.113123
10.004,0.877587,2,9.126413
10.004,0.867362,2,9.136638
10.004,0.855524,2,9.148476
