current_allocated_disk_space,unused_allocated_disk_space,total_downtime,predicted_disk_space
[34153.91123957],[93.03393097],[0.13904007],[34146.94517054]
[34153.91123957],[97.42583991],[0.13904007],[34151.33707949]
[34253.91123957],[98.18225114],[0.13940362],[34155.72898844]
[34253.91123957],[6.20965781],[0.13940362],[34160.12089739]
[34253.91123957],[10.60156676],[0.13940362],[34164.51280634]
[34253.91123957],[14.99347571],[0.13940362],[34168.90471529]
[34253.91123957],[19.38538466],[0.13940362],[34173.29662423]
[34253.91123957],[23.77729361],[0.13940362],[34177.68853318]
[34253.91123957],[28.16920256],[0.13940362],[34182.08044213]
[34253.91123957],[32.56111151],[0.13940362],[34186.47235108]
[34253.91123957],[36.95302046],[0.13940362],[34190.86426003]
[34253.91123957],[41.3449294],[0.13940362],[34195.25616898]
[34253.91123957],[45.73683835],[0.13940362],[34199.64807793]
[34253.91123957],[50.1287473],[0.13940362],[34204.03998688]
[34253.91123957],[54.52065625],[0.13940362],[34208.43189583]
[34253.91123957],[58.9125652],[0.13940362],[34212.82380478]
[34253.91123957],[63.30447415],[0.13940362],[34217.21571372]
[34253.91123957],[67.6963831],[0.13940362],[34221.60762267]
[34253.91123957],[72.08829205],[0.13940362],[34225.99953162]
[34253.91123957],[76.480201],[0.13940362],[34230.39144057]
[34253.91123957],[80.87210995],[0.13940362],[34234.78334952]
[34253.91123957],[85.2640189],[0.13940362],[34239.17525847]
[34253.91123957],[89.65592784],[0.13940362],[34243.56716742]
[34253.91123957],[94.04783679],[0.13940362],[34247.95907637]
[34253.91123957],[98.43974574],[0.13940362],[34252.35098532]
[34353.91123957],[97.16834531],[0.13996995],[34256.74289427]
[34353.91123957],[7.22356364],[0.13996995],[34261.13480321]
[34353.91123957],[11.61547259],[0.13996995],[34265.52671216]
[34353.91123957],[16.00738154],[0.13996995],[34269.91862111]
[34353.91123957],[20.39929049],[0.13996995],[34274.31053006]
[34353.91123957],[24.79119944],[0.13996995],[34278.70243901]
[34353.91123957],[29.18310839],[0.13996995],[34283.09434796]
[34353.91123957],[33.57501733],[0.13996995],[34287.48625691]
[34353.91123957],[37.96692628],[0.13996995],[34291.87816586]
[34353.91123957],[42.35883523],[0.13996995],[34296.27007481]
[34353.91123957],[46.75074418],[0.13996995],[34300.66198376]
[34353.91123957],[51.14265313],[0.13996995],[34305.05389271]
[34353.91123957],[55.53456208],[0.13996995],[34309.44580165]
[34353.91123957],[59.92647103],[0.13996995],[34313.8377106]
[34353.91123957],[64.31837998],[0.13996995],[34318.22961955]
[34353.91123957],[68.71028893],[0.13996995],[34322.6215285]
[34353.91123957],[73.10219788],[0.13996995],[34327.01343745]
[34353.91123957],[77.49410682],[0.13996995],[34331.4053464]
[34353.91123957],[81.88601577],[0.13996995],[34335.79725535]
[34353.91123957],[86.27792472],[0.13996995],[34340.1891643]
[34353.91123957],[90.66983367],[0.13996995],[34344.58107325]
[34353.91123957],[95.06174262],[0.13996995],[34348.9729822]
[34353.91123957],[99.45365157],[0.13996995],[34353.36489114]
[34453.91123957],[96.15443948],[0.14073907],[34357.75680009]
[34453.91123957],[8.23746947],[0.14073907],[34362.14870904]
[34453.91123957],[12.62937842],[0.14073907],[34366.54061799]
[34453.91123957],[17.02128737],[0.14073907],[34370.93252694]
[34453.91123957],[21.41319632],[0.14073907],[34375.32443589]
[34453.91123957],[25.80510526],[0.14073907],[34379.71634484]
[34453.91123957],[30.19701421],[0.14073907],[34384.10825379]
[34453.91123957],[34.58892316],[0.14073907],[34388.50016274]
[34453.91123957],[38.98083211],[0.14073907],[34392.89207169]
[34453.91123957],[43.37274106],[0.14073907],[34397.28398063]
[34453.91123957],[47.76465001],[0.14073907],[34401.67588958]
[34453.91123957],[52.15655896],[0.14073907],[34406.06779853]
[34453.91123957],[56.54846791],[0.14073907],[34410.45970748]
[34453.91123957],[60.94037686],[0.14073907],[34414.85161643]
[34453.91123957],[65.33228581],[0.14073907],[34419.24352538]
[34453.91123957],[69.72419475],[0.14073907],[34423.63543433]
[34453.91123957],[74.1161037],[0.14073907],[34428.02734328]
[34453.91123957],[78.50801265],[0.14073907],[34432.41925223]
[34453.91123957],[82.8999216],[0.14073907],[34436.81116118]
[34453.91123957],[87.29183055],[0.14073907],[34441.20307013]
[34453.91123957],[91.6837395],[0.14073907],[34445.59497907]
[34453.91123957],[96.07564845],[0.14073907],[34449.98688802]
[34553.91123957],[99.5324426],[0.14083258],[34454.37879697]
[34553.91123957],[4.85946635],[0.14083258],[34458.77070592]
[34553.91123957],[9.2513753],[0.14083258],[34463.16261487]
[34553.91123957],[13.64328425],[0.14083258],[34467.55452382]
[34553.91123957],[18.03519319],[0.14083258],[34471.94643277]
[34553.91123957],[22.42710214],[0.14083258],[34476.33834172]
[34553.91123957],[26.81901109],[0.14083258],[34480.73025067]
[34553.91123957],[31.21092004],[0.14083258],[34485.12215962]
[34553.91123957],[35.60282899],[0.14083258],[34489.51406856]
[34553.91123957],[39.99473794],[0.14083258],[34493.90597751]
[34553.91123957],[44.38664689],[0.14083258],[34498.29788646]
[34553.91123957],[48.77855584],[0.14083258],[34502.68979541]
[34553.91123957],[53.17046479],[0.14083258],[34507.08170436]
[34553.91123957],[57.56237374],[0.14083258],[34511.47361331]
[34553.91123957],[61.95428268],[0.14083258],[34515.86552226]
[34553.91123957],[66.34619163],[0.14083258],[34520.25743121]
[34553.91123957],[70.73810058],[0.14083258],[34524.64934016]
[34553.91123957],[75.13000953],[0.14083258],[34529.04124911]
[34553.91123957],[79.52191848],[0.14083258],[34533.43315805]
[34553.91123957],[83.91382743],[0.14083258],[34537.825067]
[34553.91123957],[88.30573638],[0.14083258],[34542.21697595]
[34553.91123957],[92.69764533],[0.14083258],[34546.6088849]
[34553.91123957],[97.08955428],[0.14083258],[34551.00079385]
[34653.91123957],[98.51853677],[0.14112887],[34555.3927028]
[34653.91123957],[5.87337217],[0.14112887],[34559.78461175]
[34653.91123957],[10.26528112],[0.14112887],[34564.1765207]
[34653.91123957],[14.65719007],[0.14112887],[34568.56842965]
[34653.91123957],[19.04909902],[0.14112887],[34572.9603386]
[34653.91123957],[23.44100797],[0.14112887],[34577.35224755]
[34653.91123957],[27.83291692],[0.14112887],[34581.74415649]
[34653.91123957],[32.22482587],[0.14112887],[34586.13606544]
[34653.91123957],[36.61673482],[0.14112887],[34590.52797439]
[34653.91123957],[41.00864377],[0.14112887],[34594.91988334]
[34653.91123957],[45.40055272],[0.14112887],[34599.31179229]
[34653.91123957],[49.79246167],[0.14112887],[34603.70370124]
[34653.91123957],[54.18437061],[0.14112887],[34608.09561019]
[34653.91123957],[58.57627956],[0.14112887],[34612.48751914]
[34653.91123957],[62.96818851],[0.14112887],[34616.87942809]
[34653.91123957],[67.36009746],[0.14112887],[34621.27133704]
[34653.91123957],[71.75200641],[0.14112887],[34625.66324598]
[34653.91123957],[76.14391536],[0.14112887],[34630.05515493]
[34653.91123957],[80.53582431],[0.14112887],[34634.44706388]
[34653.91123957],[84.92773326],[0.14112887],[34638.83897283]
[34653.91123957],[89.31964221],[0.14112887],[34643.23088178]
[34653.91123957],[93.71155116],[0.14112887],[34647.62279073]
[34653.91123957],[98.1034601],[0.14112887],[34652.01469968]
[34753.91123957],[97.50463095],[0.14162794],[34656.40660863]
[34753.91123957],[6.887278],[0.14162794],[34660.79851758]
[34753.91123957],[11.27918695],[0.14162794],[34665.19042653]
[34753.91123957],[15.6710959],[0.14162794],[34669.58233547]
[34753.91123957],[20.06300485],[0.14162794],[34673.97424442]
[34753.91123957],[24.4549138],[0.14162794],[34678.36615337]
[34753.91123957],[28.84682275],[0.14162794],[34682.75806232]
[34753.91123957],[33.2387317],[0.14162794],[34687.14997127]
[34753.91123957],[37.63064065],[0.14162794],[34691.54188022]
[34753.91123957],[42.02254959],[0.14162794],[34695.93378917]
[34753.91123957],[46.41445854],[0.14162794],[34700.32569812]
[34753.91123957],[50.80636749],[0.14162794],[34704.71760707]
[34753.91123957],[55.19827644],[0.14162794],[34709.10951602]
[34753.91123957],[59.59018539],[0.14162794],[34713.50142497]
[34753.91123957],[63.98209434],[0.14162794],[34717.89333391]
[34753.91123957],[68.37400329],[0.14162794],[34722.28524286]
[34753.91123957],[72.76591224],[0.14162794],[34726.67715181]
[34753.91123957],[77.15782119],[0.14162794],[34731.06906076]
[34753.91123957],[81.54973014],[0.14162794],[34735.46096971]
[34753.91123957],[85.94163909],[0.14162794],[34739.85287866]
[34753.91123957],[90.33354803],[0.14162794],[34744.24478761]
[34753.91123957],[94.72545698],[0.14162794],[34748.63669656]
[34753.91123957],[99.11736593],[0.14162794],[34753.02860551]
[34853.91123957],[96.49072512],[0.1423298],[34757.42051446]
[34853.91123957],[7.90118383],[0.1423298],[34761.8124234]
[34853.91123957],[12.29309278],[0.1423298],[34766.20433235]
[34853.91123957],[16.68500173],[0.1423298],[34770.5962413]
[34853.91123957],[21.07691068],[0.1423298],[34774.98815025]
[34853.91123957],[25.46881963],[0.1423298],[34779.3800592]
[34853.91123957],[29.86072858],[0.1423298],[34783.77196815]
[34853.91123957],[34.25263752],[0.1423298],[34788.1638771]
[34853.91123957],[38.64454647],[0.1423298],[34792.55578605]
[34853.91123957],[43.03645542],[0.1423298],[34796.947695]
[34853.91123957],[47.42836437],[0.1423298],[34801.33960395]
[34853.91123957],[51.82027332],[0.1423298],[34805.73151289]
[34853.91123957],[56.21218227],[0.1423298],[34810.12342184]
[34853.91123957],[60.60409122],[0.1423298],[34814.51533079]
[34853.91123957],[64.99600017],[0.1423298],[34818.90723974]
[34853.91123957],[69.38790912],[0.1423298],[34823.29914869]
[34853.91123957],[73.77981807],[0.1423298],[34827.69105764]
[34853.91123957],[78.17172701],[0.1423298],[34832.08296659]
[34853.91123957],[82.56363596],[0.1423298],[34836.47487554]
[34853.91123957],[86.95554491],[0.1423298],[34840.86678449]
[34853.91123957],[91.34745386],[0.1423298],[34845.25869344]
[34853.91123957],[95.73936281],[0.1423298],[34849.65060239]
[34953.91123957],[99.86872824],[0.14235605],[34854.04251133]
[34953.91123957],[4.52318071],[0.14235605],[34858.43442028]
[34953.91123957],[8.91508966],[0.14235605],[34862.82632923]
[34953.91123957],[13.30699861],[0.14235605],[34867.21823818]
[34953.91123957],[17.69890756],[0.14235605],[34871.61014713]
[34953.91123957],[22.09081651],[0.14235605],[34876.00205608]
[34953.91123957],[26.48272545],[0.14235605],[34880.39396503]
[34953.91123957],[30.8746344],[0.14235605],[34884.78587398]
[34953.91123957],[35.26654335],[0.14235605],[34889.17778293]
[34953.91123957],[39.6584523],[0.14235605],[34893.56969188]
[34953.91123957],[44.05036125],[0.14235605],[34897.96160082]
[34953.91123957],[48.4422702],[0.14235605],[34902.35350977]
[34953.91123957],[52.83417915],[0.14235605],[34906.74541872]
[34953.91123957],[57.2260881],[0.14235605],[34911.13732767]
[34953.91123957],[61.61799705],[0.14235605],[34915.52923662]
[34953.91123957],[66.009906],[0.14235605],[34919.92114557]
[34953.91123957],[70.40181494],[0.14235605],[34924.31305452]
[34953.91123957],[74.79372389],[0.14235605],[34928.70496347]
[34953.91123957],[79.18563284],[0.14235605],[34933.09687242]
[34953.91123957],[83.57754179],[0.14235605],[34937.48878137]
[34953.91123957],[87.96945074],[0.14235605],[34941.88069031]
[34953.91123957],[92.36135969],[0.14235605],[34946.27259926]
[34953.91123957],[96.75326864],[0.14235605],[34950.66450821]
[35053.91123957],[98.85482241],[0.14258509],[34955.05641716]
[35053.91123957],[5.53708654],[0.14258509],[34959.44832611]
[35053.91123957],[9.92899549],[0.14258509],[34963.84023506]
[35053.91123957],[14.32090443],[0.14258509],[34968.23214401]
[35053.91123957],[18.71281338],[0.14258509],[34972.62405296]
[35053.91123957],[23.10472233],[0.14258509],[34977.01596191]
[35053.91123957],[27.49663128],[0.14258509],[34981.40787086]
[35053.91123957],[31.88854023],[0.14258509],[34985.79977981]
[35053.91123957],[36.28044918],[0.14258509],[34990.19168875]
[35053.91123957],[40.67235813],[0.14258509],[34994.5835977]
[35053.91123957],[45.06426708],[0.14258509],[34998.97550665]
[35053.91123957],[49.45617603],[0.14258509],[35003.3674156]
[35053.91123957],[53.84808498],[0.14258509],[35007.75932455]
[35053.91123957],[58.23999393],[0.14258509],[35012.1512335]
[35053.91123957],[62.63190287],[0.14258509],[35016.54314245]
[35053.91123957],[67.02381182],[0.14258509],[35020.9350514]
[35053.91123957],[71.41572077],[0.14258509],[35025.32696035]
[35053.91123957],[75.80762972],[0.14258509],[35029.7188693]
[35053.91123957],[80.19953867],[0.14258509],[35034.11077824]
[35053.91123957],[84.59144762],[0.14258509],[35038.50268719]
[35053.91123957],[88.98335657],[0.14258509],[35042.89459614]
[35053.91123957],[93.37526552],[0.14258509],[35047.28650509]
[35053.91123957],[97.76717447],[0.14258509],[35051.67841404]
[35153.91123957],[97.84091658],[0.14301691],[35056.07032299]
[35153.91123957],[6.55099236],[0.14301691],[35060.46223194]
[35153.91123957],[10.94290131],[0.14301691],[35064.85414089]
[35153.91123957],[15.33481026],[0.14301691],[35069.24604984]
[35153.91123957],[19.72671921],[0.14301691],[35073.63795879]
[35153.91123957],[24.11862816],[0.14301691],[35078.02986773]
[35153.91123957],[28.51053711],[0.14301691],[35082.42177668]
[35153.91123957],[32.90244606],[0.14301691],[35086.81368563]
[35153.91123957],[37.29435501],[0.14301691],[35091.20559458]
[35153.91123957],[41.68626396],[0.14301691],[35095.59750353]
[35153.91123957],[46.07817291],[0.14301691],[35099.98941248]
[35153.91123957],[50.47008185],[0.14301691],[35104.38132143]
[35153.91123957],[54.8619908],[0.14301691],[35108.77323038]
[35153.91123957],[59.25389975],[0.14301691],[35113.16513933]
[35153.91123957],[63.6458087],[0.14301691],[35117.55704828]
[35153.91123957],[68.03771765],[0.14301691],[35121.94895723]
[35153.91123957],[72.4296266],[0.14301691],[35126.34086617]
[35153.91123957],[76.82153555],[0.14301691],[35130.73277512]
[35153.91123957],[81.2134445],[0.14301691],[35135.12468407]
[35153.91123957],[85.60535345],[0.14301691],[35139.51659302]
[35153.91123957],[89.9972624],[0.14301691],[35143.90850197]
[35153.91123957],[94.38917135],[0.14301691],[35148.30041092]
[35153.91123957],[98.78108029],[0.14301691],[35152.69231987]
[35253.91123957],[96.82701076],[0.1436515],[35157.08422882]
[35253.91123957],[7.56489819],[0.1436515],[35161.47613777]
[35253.91123957],[11.95680714],[0.1436515],[35165.86804672]
[35253.91123957],[16.34871609],[0.1436515],[35170.25995566]
[35253.91123957],[20.74062504],[0.1436515],[35174.65186461]
[35253.91123957],[25.13253399],[0.1436515],[35179.04377356]
[35253.91123957],[29.52444294],[0.1436515],[35183.43568251]
[35253.91123957],[33.91635189],[0.1436515],[35187.82759146]
[35253.91123957],[38.30826084],[0.1436515],[35192.21950041]
[35253.91123957],[42.70016978],[0.1436515],[35196.61140936]
[35253.91123957],[47.09207873],[0.1436515],[35201.00331831]
[35253.91123957],[51.48398768],[0.1436515],[35205.39522726]
[35253.91123957],[55.87589663],[0.1436515],[35209.78713621]
[35253.91123957],[60.26780558],[0.1436515],[35214.17904515]
[35253.91123957],[64.65971453],[0.1436515],[35218.5709541]
[35253.91123957],[69.05162348],[0.1436515],[35222.96286305]
[35253.91123957],[73.44353243],[0.1436515],[35227.354772]
[35253.91123957],[77.83544138],[0.1436515],[35231.74668095]
[35253.91123957],[82.22735033],[0.1436515],[35236.1385899]
[35253.91123957],[86.61925927],[0.1436515],[35240.53049885]
[35253.91123957],[91.01116822],[0.1436515],[35244.9224078]
[35253.91123957],[95.40307717],[0.1436515],[35249.31431675]
[35253.91123957],[99.79498612],[0.1436515],[35253.7062257]
[35353.91123957],[95.81310493],[0.14448888],[35258.09813465]
[35353.91123957],[8.57880402],[0.14448888],[35262.49004359]
[35353.91123957],[12.97071297],[0.14448888],[35266.88195254]
[35353.91123957],[17.36262192],[0.14448888],[35271.27386149]
[35353.91123957],[21.75453087],[0.14448888],[35275.66577044]
[35353.91123957],[26.14643982],[0.14448888],[35280.05767939]
[35353.91123957],[30.53834877],[0.14448888],[35284.44958834]
[35353.91123957],[34.93025771],[0.14448888],[35288.84149729]
[35353.91123957],[39.32216666],[0.14448888],[35293.23340624]
[35353.91123957],[43.71407561],[0.14448888],[35297.62531519]
[35353.91123957],[48.10598456],[0.14448888],[35302.01722414]
[35353.91123957],[52.49789351],[0.14448888],[35306.40913308]
[35353.91123957],[56.88980246],[0.14448888],[35310.80104203]
[35353.91123957],[61.28171141],[0.14448888],[35315.19295098]
[35353.91123957],[65.67362036],[0.14448888],[35319.58485993]
[35353.91123957],[70.06552931],[0.14448888],[35323.97676888]
[35353.91123957],[74.45743826],[0.14448888],[35328.36867783]
[35353.91123957],[78.8493472],[0.14448888],[35332.76058678]
[35353.91123957],[83.24125615],[0.14448888],[35337.15249573]
[35353.91123957],[87.6331651],[0.14448888],[35341.54440468]
[35353.91123957],[92.02507405],[0.14448888],[35345.93631363]
[35353.91123957],[96.416983],[0.14448888],[35350.32822257]
[35453.91123957],[99.19110805],[0.14465066],[35354.72013152]
[35453.91123957],[5.2008009],[0.14465066],[35359.11204047]
[35453.91123957],[9.59270985],[0.14465066],[35363.50394942]
[35453.91123957],[13.9846188],[0.14465066],[35367.89585837]
[35453.91123957],[18.37652775],[0.14465066],[35372.28776732]
[35453.91123957],[22.76843669],[0.14465066],[35376.67967627]
[35453.91123957],[27.16034564],[0.14465066],[35381.07158522]
[35453.91123957],[31.55225459],[0.14465066],[35385.46349417]
[35453.91123957],[35.94416354],[0.14465066],[35389.85540312]
[35453.91123957],[40.33607249],[0.14465066],[35394.24731207]
[35453.91123957],[44.72798144],[0.14465066],[35398.63922101]
[35453.91123957],[49.11989039],[0.14465066],[35403.03112996]
[35453.91123957],[53.51179934],[0.14465066],[35407.42303891]
[35453.91123957],[57.90370829],[0.14465066],[35411.81494786]
[35453.91123957],[62.29561724],[0.14465066],[35416.20685681]
[35453.91123957],[66.68752619],[0.14465066],[35420.59876576]
[35453.91123957],[71.07943513],[0.14465066],[35424.99067471]
[35453.91123957],[75.47134408],[0.14465066],[35429.38258366]
[35453.91123957],[79.86325303],[0.14465066],[35433.77449261]
[35453.91123957],[84.25516198],[0.14465066],[35438.16640156]
[35453.91123957],[88.64707093],[0.14465066],[35442.5583105]
[35453.91123957],[93.03897988],[0.14465066],[35446.95021945]
[35453.91123957],[97.43088883],[0.14465066],[35451.3421284]
[35553.91123957],[98.17720222],[0.14501522],[35455.73403735]
[35553.91123957],[6.21470673],[0.14501522],[35460.1259463]
[35553.91123957],[10.60661568],[0.14501522],[35464.51785525]
[35553.91123957],[14.99852462],[0.14501522],[35468.9097642]
[35553.91123957],[19.39043357],[0.14501522],[35473.30167315]
[35553.91123957],[23.78234252],[0.14501522],[35477.6935821]
[35553.91123957],[28.17425147],[0.14501522],[35482.08549105]
[35553.91123957],[32.56616042],[0.14501522],[35486.4774]
[35553.91123957],[36.95806937],[0.14501522],[35490.86930894]
[35553.91123957],[41.34997832],[0.14501522],[35495.26121789]
[35553.91123957],[45.74188727],[0.14501522],[35499.65312684]
[35553.91123957],[50.13379622],[0.14501522],[35504.04503579]
[35553.91123957],[54.52570517],[0.14501522],[35508.43694474]
[35553.91123957],[58.91761411],[0.14501522],[35512.82885369]
[35553.91123957],[63.30952306],[0.14501522],[35517.22076264]
[35553.91123957],[67.70143201],[0.14501522],[35521.61267159]
[35553.91123957],[72.09334096],[0.14501522],[35526.00458054]
[35553.91123957],[76.48524991],[0.14501522],[35530.39648949]
[35553.91123957],[80.87715886],[0.14501522],[35534.78839843]
[35553.91123957],[85.26906781],[0.14501522],[35539.18030738]
[35553.91123957],[89.66097676],[0.14501522],[35543.57221633]
[35553.91123957],[94.05288571],[0.14501522],[35547.96412528]
[35553.91123957],[98.44479466],[0.14501522],[35552.35603423]
[35653.91123957],[97.16329639],[0.14558256],[35556.74794318]
[35653.91123957],[7.22861255],[0.14558256],[35561.13985213]
[35653.91123957],[11.6205215],[0.14558256],[35565.53176108]
[35653.91123957],[16.01243045],[0.14558256],[35569.92367003]
[35653.91123957],[20.4043394],[0.14558256],[35574.31557898]
[35653.91123957],[24.79624835],[0.14558256],[35578.70748792]
[35653.91123957],[29.1881573],[0.14558256],[35583.09939687]
[35653.91123957],[33.58006625],[0.14558256],[35587.49130582]
[35653.91123957],[37.9719752],[0.14558256],[35591.88321477]
[35653.91123957],[42.36388415],[0.14558256],[35596.27512372]
[35653.91123957],[46.7557931],[0.14558256],[35600.66703267]
[35653.91123957],[51.14770204],[0.14558256],[35605.05894162]
[35653.91123957],[55.53961099],[0.14558256],[35609.45085057]
[35653.91123957],[59.93151994],[0.14558256],[35613.84275952]
[35653.91123957],[64.32342889],[0.14558256],[35618.23466847]
[35653.91123957],[68.71533784],[0.14558256],[35622.62657742]
[35653.91123957],[73.10724679],[0.14558256],[35627.01848636]
[35653.91123957],[77.49915574],[0.14558256],[35631.41039531]
[35653.91123957],[81.89106469],[0.14558256],[35635.80230426]
[35653.91123957],[86.28297364],[0.14558256],[35640.19421321]
[35653.91123957],[90.67488259],[0.14558256],[35644.58612216]
[35653.91123957],[95.06679153],[0.14558256],[35648.97803111]
[35653.91123957],[99.45870048],[0.14558256],[35653.36994006]
[35753.91123957],[96.14939057],[0.14635268],[35657.76184901]
[35753.91123957],[8.24251838],[0.14635268],[35662.15375796]
[35753.91123957],[12.63442733],[0.14635268],[35666.54566691]
[35753.91123957],[17.02633628],[0.14635268],[35670.93757585]
[35753.91123957],[21.41824523],[0.14635268],[35675.3294848]
[35753.91123957],[25.81015418],[0.14635268],[35679.72139375]
[35753.91123957],[30.20206313],[0.14635268],[35684.1133027]
[35753.91123957],[34.59397208],[0.14635268],[35688.50521165]
[35753.91123957],[38.98588103],[0.14635268],[35692.8971206]
[35753.91123957],[43.37778997],[0.14635268],[35697.28902955]
[35753.91123957],[47.76969892],[0.14635268],[35701.6809385]
[35753.91123957],[52.16160787],[0.14635268],[35706.07284745]
[35753.91123957],[56.55351682],[0.14635268],[35710.4647564]
[35753.91123957],[60.94542577],[0.14635268],[35714.85666534]
[35753.91123957],[65.33733472],[0.14635268],[35719.24857429]
[35753.91123957],[69.72924367],[0.14635268],[35723.64048324]
[35753.91123957],[74.12115262],[0.14635268],[35728.03239219]
[35753.91123957],[78.51306157],[0.14635268],[35732.42430114]
[35753.91123957],[82.90497052],[0.14635268],[35736.81621009]
[35753.91123957],[87.29687946],[0.14635268],[35741.20811904]
[35753.91123957],[91.68878841],[0.14635268],[35745.60002799]
[35753.91123957],[96.08069736],[0.14635268],[35749.99193694]
[35853.91123957],[99.52739369],[0.1464472],[35754.38384589]
[35853.91123957],[4.86451526],[0.1464472],[35758.77575484]
[35853.91123957],[9.25642421],[0.1464472],[35763.16766378]
[35853.91123957],[13.64833316],[0.1464472],[35767.55957273]
[35853.91123957],[18.04024211],[0.1464472],[35771.95148168]
[35853.91123957],[22.43215106],[0.1464472],[35776.34339063]
[35853.91123957],[26.82406001],[0.1464472],[35780.73529958]
[35853.91123957],[31.21596895],[0.1464472],[35785.12720853]
[35853.91123957],[35.6078779],[0.1464472],[35789.51911748]
[35853.91123957],[39.99978685],[0.1464472],[35793.91102643]
[35853.91123957],[44.3916958],[0.1464472],[35798.30293538]
[35853.91123957],[48.78360475],[0.1464472],[35802.69484433]
[35853.91123957],[53.1755137],[0.1464472],[35807.08675327]
[35853.91123957],[57.56742265],[0.1464472],[35811.47866222]
[35853.91123957],[61.9593316],[0.1464472],[35815.87057117]
[35853.91123957],[66.35124055],[0.1464472],[35820.26248012]
[35853.91123957],[70.7431495],[0.1464472],[35824.65438907]
[35853.91123957],[75.13505845],[0.1464472],[35829.04629802]
[35853.91123957],[79.52696739],[0.1464472],[35833.43820697]
[35853.91123957],[83.91887634],[0.1464472],[35837.83011592]
[35853.91123957],[88.31078529],[0.1464472],[35842.22202487]
[35853.91123957],[92.70269424],[0.1464472],[35846.61393382]
[35853.91123957],[97.09460319],[0.1464472],[35851.00584276]
[35953.91123957],[98.51348786],[0.14674451],[35855.39775171]
[35953.91123957],[5.87842109],[0.14674451],[35859.78966066]
[35953.91123957],[10.27033004],[0.14674451],[35864.18156961]
[35953.91123957],[14.66223899],[0.14674451],[35868.57347856]
[35953.91123957],[19.05414794],[0.14674451],[35872.96538751]
[35953.91123957],[23.44605688],[0.14674451],[35877.35729646]
[35953.91123957],[27.83796583],[0.14674451],[35881.74920541]
[35953.91123957],[32.22987478],[0.14674451],[35886.14111436]
[35953.91123957],[36.62178373],[0.14674451],[35890.53302331]
[35953.91123957],[41.01369268],[0.14674451],[35894.92493226]
[35953.91123957],[45.40560163],[0.14674451],[35899.3168412]
[35953.91123957],[49.79751058],[0.14674451],[35903.70875015]
[35953.91123957],[54.18941953],[0.14674451],[35908.1006591]
[35953.91123957],[58.58132848],[0.14674451],[35912.49256805]
[35953.91123957],[62.97323743],[0.14674451],[35916.884477]
[35953.91123957],[67.36514638],[0.14674451],[35921.27638595]
[35953.91123957],[71.75705532],[0.14674451],[35925.6682949]
[35953.91123957],[76.14896427],[0.14674451],[35930.06020385]
[35953.91123957],[80.54087322],[0.14674451],[35934.4521128]
[35953.91123957],[84.93278217],[0.14674451],[35938.84402175]
[35953.91123957],[89.32469112],[0.14674451],[35943.23593069]
[35953.91123957],[93.71660007],[0.14674451],[35947.62783964]
[35953.91123957],[98.10850902],[0.14674451],[35952.01974859]
[36053.91123957],[97.49958203],[0.14724459],[35956.41165754]
[36053.91123957],[6.89232692],[0.14724459],[35960.80356649]
[36053.91123957],[11.28423587],[0.14724459],[35965.19547544]
[36053.91123957],[15.67614481],[0.14724459],[35969.58738439]
[36053.91123957],[20.06805376],[0.14724459],[35973.97929334]
[36053.91123957],[24.45996271],[0.14724459],[35978.37120229]
[36053.91123957],[28.85187166],[0.14724459],[35982.76311124]
[36053.91123957],[33.24378061],[0.14724459],[35987.15502018]
[36053.91123957],[37.63568956],[0.14724459],[35991.54692913]
[36053.91123957],[42.02759851],[0.14724459],[35995.93883808]
[36053.91123957],[46.41950746],[0.14724459],[36000.33074703]
[36053.91123957],[50.81141641],[0.14724459],[36004.72265598]
[36053.91123957],[55.20332536],[0.14724459],[36009.11456493]
[36053.91123957],[59.5952343],[0.14724459],[36013.50647388]
[36053.91123957],[63.98714325],[0.14724459],[36017.89838283]
[36053.91123957],[68.3790522],[0.14724459],[36022.29029178]
[36053.91123957],[72.77096115],[0.14724459],[36026.68220073]
[36053.91123957],[77.1628701],[0.14724459],[36031.07410968]
[36053.91123957],[81.55477905],[0.14724459],[36035.46601862]
[36053.91123957],[85.946688],[0.14724459],[36039.85792757]
[36053.91123957],[90.33859695],[0.14724459],[36044.24983652]
[36053.91123957],[94.7305059],[0.14724459],[36048.64174547]
[36053.91123957],[99.12241485],[0.14724459],[36053.03365442]
[36153.91123957],[96.4856762],[0.14794746],[36057.42556337]
[36153.91123957],[7.90623274],[0.14794746],[36061.81747232]
[36153.91123957],[12.29814169],[0.14794746],[36066.20938127]
[36153.91123957],[16.69005064],[0.14794746],[36070.60129022]
[36153.91123957],[21.08195959],[0.14794746],[36074.99319917]
[36153.91123957],[25.47386854],[0.14794746],[36079.38510811]
[36153.91123957],[29.86577749],[0.14794746],[36083.77701706]
[36153.91123957],[34.25768644],[0.14794746],[36088.16892601]
[36153.91123957],[38.64959539],[0.14794746],[36092.56083496]
[36153.91123957],[43.04150434],[0.14794746],[36096.95274391]
[36153.91123957],[47.43341329],[0.14794746],[36101.34465286]
[36153.91123957],[51.82532223],[0.14794746],[36105.73656181]
[36153.91123957],[56.21723118],[0.14794746],[36110.12847076]
[36153.91123957],[60.60914013],[0.14794746],[36114.52037971]
[36153.91123957],[65.00104908],[0.14794746],[36118.91228866]
