Date_time,CPU,Memory_Bytes,Disk_Usage,,Reference_time
1629503701,9.74E+11,402759680,201328,,256
1629503702,9.74E+11,402722816,201336,,257
1629503703,9.74E+11,402829312,201340,,258
1629503704,9.74E+11,402845696,201344,,259
1629503705,9.75E+11,402915328,201368,,260
1629503707,9.75E+11,402907136,201376,,262
1629503708,9.75E+11,402894848,201380,,263
1629503709,9.75E+11,402583552,201388,,264
1629503710,9.75E+11,402714624,201392,,265
1629503711,9.75E+11,402837504,201400,,266
1629503712,9.75E+11,402833408,201404,,267
1629503714,9.75E+11,402677760,201412,,269
1629503715,9.75E+11,402739200,201416,,270
1629503716,9.75E+11,402874368,201424,,271
1629503717,9.75E+11,402812928,201432,,272
1629503718,9.75E+11,402952192,201452,,273
1629503720,9.76E+11,402841600,201456,,275
1629503721,9.76E+11,403005440,201464,,276
1629503722,9.76E+11,403087360,201472,,277
1629503723,9.76E+11,402788352,201476,,278
1629503725,9.76E+11,402919424,201480,,280
1629503726,9.76E+11,402784256,201488,,281
1629503727,9.76E+11,402853888,201492,,282
1629503728,9.76E+11,402866176,201496,,283
1629503729,9.76E+11,403001344,201504,,284
1629503731,9.76E+11,402952192,201512,,286
1629503732,9.76E+11,402911232,201516,,287
1629503733,9.77E+11,402817024,201540,,288
1629503734,9.77E+11,402919424,201544,,289
1629503736,9.77E+11,403030016,201552,,291
1629503737,9.77E+11,402976768,201556,,292
1629503738,9.77E+11,403087360,201564,,293
1629503739,9.77E+11,403075072,201568,,294
1629503740,9.77E+11,403103744,201576,,295
1629503742,9.77E+11,402984960,201580,,297
1629503743,9.77E+11,403087360,201588,,298
1629503744,9.78E+11,402780160,201596,,299
1629503745,9.78E+11,403111936,201616,,300
1629503746,9.78E+11,403001344,201624,,301
1629503748,9.78E+11,403161088,201628,,303
1629503749,9.78E+11,403099648,201636,,304
1629503750,9.78E+11,403120128,201644,,305
1629503751,9.78E+11,403066880,201648,,306
1629503752,9.78E+11,403267584,201656,,307
1629503754,9.78E+11,403124224,201660,,309
1629503755,9.79E+11,403267584,201668,,310
1629503756,9.79E+11,403238912,201672,,311
1629503757,9.79E+11,402972672,201680,,312
1629503759,9.79E+11,403025920,201704,,314
1629503760,9.79E+11,402984960,201708,,315
1629503761,9.79E+11,403099648,201716,,316
1629503762,9.79E+11,403161088,201720,,317
1629503764,9.80E+11,403193856,201724,,319
1629503765,9.80E+11,403312640,201732,,320
1629503766,9.80E+11,403251200,201736,,321
1629503767,9.80E+11,403279872,201744,,322
1629503768,9.80E+11,403222528,201752,,323
1629503770,9.80E+11,403197952,201756,,325
1629503771,9.80E+11,403116032,201764,,326
1629503772,9.80E+11,403140608,201784,,327
1629503773,9.80E+11,403226624,201792,,328
1629503774,9.81E+11,403214336,201796,,329
1629503776,9.81E+11,403189760,201804,,331
1629503777,9.81E+11,403202048,201812,,332
1629503778,9.81E+11,403070976,201816,,333
1629503779,9.81E+11,403296256,201824,,334
1629503781,9.81E+11,403177472,201828,,336
1629503782,9.81E+11,403345408,201836,,337
1629503783,9.81E+11,403247104,201840,,338
1629503784,9.82E+11,403222528,201848,,339
1629503786,9.82E+11,403058688,201852,,341
1629503787,9.82E+11,403275776,201872,,342
1629503788,9.82E+11,403087360,201880,,343
1629503789,9.82E+11,403341312,201884,,344
1629503790,9.82E+11,403189760,201892,,345
1629503792,9.82E+11,403333120,201896,,347
1629503793,9.82E+11,403210240,201900,,348
1629503794,9.82E+11,403222528,201908,,349
1629503795,9.82E+11,403492864,201916,,350
1629503796,9.83E+11,403628032,201920,,351
1629503798,9.83E+11,403574784,201924,,353
1629503799,9.83E+11,403402752,201932,,354
1629503800,9.83E+11,403509248,201956,,355
1629503801,9.83E+11,403460096,201964,,356
1629503802,9.83E+11,403566592,201972,,357
1629503804,9.83E+11,403595264,201976,,359
1629503805,9.83E+11,403369984,201984,,360
1629503806,9.83E+11,403566592,201988,,361
1629503807,9.84E+11,403689472,201996,,362
1629503809,9.84E+11,403337216,202000,,364
1629503810,9.84E+11,403451904,202008,,365
1629503811,9.84E+11,403472384,202012,,366
1629503812,9.84E+11,403427328,202020,,367
1629503813,9.84E+11,403390464,202024,,368
1629503815,9.84E+11,403525632,202048,,370
1629503816,9.84E+11,403738624,202052,,371
1629503817,9.84E+11,403537920,202060,,372
1629503818,9.84E+11,403628032,202064,,373
1629503820,9.85E+11,403558400,202072,,375
1629503821,9.85E+11,403582976,202076,,376
1629503822,9.85E+11,403582976,202084,,377
1629503823,9.85E+11,403615744,202088,,378
1629503824,9.85E+11,403517440,202096,,379
1629503826,9.85E+11,403632128,202100,,381
1629503827,9.85E+11,403570688,202108,,382
1629503828,9.85E+11,403607552,202128,,383
1629503829,9.86E+11,403693568,202136,,384
1629503830,9.86E+11,403746816,202140,,385
1629503832,9.86E+11,403697664,202148,,387
1629503833,9.86E+11,403550208,202152,,388
1629503834,9.86E+11,403742720,202160,,389
1629503835,9.86E+11,403681280,202164,,390
1629503836,9.86E+11,403804160,202172,,391
1629503838,9.86E+11,403664896,202176,,393
1629503839,9.86E+11,403714048,202184,,394
1629503840,9.86E+11,403775488,202188,,395
1629503841,9.87E+11,403755008,202192,,396
1629503842,9.87E+11,403845120,202216,,397
1629503844,9.87E+11,403759104,202220,,399
1629503845,9.87E+11,403849216,202228,,400
1629503846,9.87E+11,403955712,202236,,401
1629503847,9.87E+11,403701760,202240,,402
1629503849,9.87E+11,403742720,202244,,404
1629503850,9.88E+11,403955712,202252,,405
1629503851,9.88E+11,403877888,202256,,406
1629503852,9.88E+11,404013056,202264,,407
1629503854,9.88E+11,403849216,202268,,409
1629503855,9.88E+11,403816448,202276,,410
1629503856,9.88E+11,403873792,202300,,411
1629503857,9.88E+11,403578880,202304,,412
1629503859,9.88E+11,403759104,202308,,414
1629503860,9.88E+11,403570688,202320,,415
1629503861,9.89E+11,404115456,202324,,416
1629503862,9.89E+11,404049920,202332,,417
1629503864,9.89E+11,403931136,202336,,419
1629503865,9.89E+11,403734528,202344,,420
1629503866,9.89E+11,403750912,202348,,421
1629503867,9.89E+11,403775488,202356,,422
1629503869,9.89E+11,403804160,202360,,424
1629503870,9.89E+11,403951616,202368,,425
1629503871,9.90E+11,404062208,202388,,426
1629503872,9.90E+11,403972096,202396,,427
1629503873,9.90E+11,404013056,202400,,428
1629503875,9.90E+11,403939328,202408,,430
1629503876,9.90E+11,404107264,202412,,431
1629503877,9.90E+11,403972096,202420,,432
1629503878,9.90E+11,403935232,202424,,433
1629503879,9.90E+11,403828736,202432,,434
1629503881,9.90E+11,403931136,202436,,436
1629503882,9.90E+11,404250624,202444,,437
1629503883,9.91E+11,404238336,202448,,438
1629503885,9.91E+11,405442560,203892,,440
1629503886,9.91E+11,405716992,203900,,441
1629503887,9.91E+11,405585920,203904,,442
1629503888,9.91E+11,405762048,203912,,443
1629503889,9.91E+11,405680128,203916,,444
1629503891,9.91E+11,405819392,203924,,446
1629503892,9.91E+11,405659648,203928,,447
1629503893,9.91E+11,405827584,203936,,448
1629503894,9.92E+11,405811200,203940,,449
1629503895,9.92E+11,405839872,203948,,450
1629503897,9.92E+11,405766144,203952,,452
1629503898,9.92E+11,405815296,203960,,453
1629503899,9.92E+11,413696000,211132,,454
1629503900,9.92E+11,413577216,211140,,455
1629503902,9.92E+11,413605888,211144,,457
1629503903,9.92E+11,413880320,211152,,458
1629503904,9.92E+11,413646848,211156,,459
1629503905,9.93E+11,413700096,211164,,460
1629503907,9.93E+11,413548544,211168,,462
1629503908,9.93E+11,413642752,211172,,463
1629503910,9.93E+11,413425664,211176,,465
1629503911,9.93E+11,413773824,211180,,466
1629503912,9.93E+11,413614080,211184,,467
1629503914,9.93E+11,413700096,211188,,469
1629503915,9.93E+11,413741056,211188,,470
1629503916,9.93E+11,413704192,211192,,471
1629503917,9.93E+11,413720576,211196,,472
1629503919,9.94E+11,413802496,211200,,474
1629503920,9.94E+11,413843456,211204,,475
1629503921,9.94E+11,413810688,211208,,476
1629503923,9.94E+11,413609984,211212,,478
1629503924,9.94E+11,413900800,211216,,479
1629503925,9.94E+11,413900800,211216,,480
1629503927,9.94E+11,413904896,211220,,482
1629503928,9.94E+11,413716480,211224,,483
1629503929,9.94E+11,413818880,211228,,484
1629503931,9.94E+11,413728768,211228,,486
1629503932,9.94E+11,413827072,211232,,487
1629503933,9.95E+11,413859840,211236,,488
1629503935,9.95E+11,413880320,211236,,490
1629503936,9.95E+11,414027776,211240,,491
1629503937,9.95E+11,413822976,211244,,492
1629503939,9.95E+11,413831168,211244,,494
1629503940,9.95E+11,413831168,211248,,495
1629503942,9.95E+11,413986816,211248,,497
1629503943,9.95E+11,414003200,211252,,498
1629503945,9.95E+11,414064640,211256,,500
1629503946,9.95E+11,413962240,211256,,501
1629503947,9.95E+11,413839360,211260,,502
1629503949,9.95E+11,413925376,211264,,504
1629503950,9.95E+11,413945856,211264,,505
1629503951,9.96E+11,413843456,211268,,506
1629503953,9.96E+11,413990912,211272,,508
1629503954,9.96E+11,413843456,211272,,509
1629503955,9.96E+11,413933568,211276,,510
1629503957,9.96E+11,413831168,211280,,512
1629503958,9.96E+11,413995008,211280,,513
1629503960,9.96E+11,413716480,211284,,515
1629503961,9.96E+11,414019584,211288,,516
1629503962,9.96E+11,414003200,211288,,517
1629503964,9.96E+11,413970432,211292,,519
1629503965,9.96E+11,413986816,211292,,520
1629503967,9.96E+11,413880320,211296,,522
1629503968,9.96E+11,413822976,211300,,523
1629503969,9.96E+11,413949952,211300,,524
1629503971,9.97E+11,413945856,211304,,526
1629503972,9.97E+11,413868032,211308,,527
1629503973,9.97E+11,414089216,211308,,528
1629503975,9.97E+11,413986816,211312,,530
1629503976,9.97E+11,413937664,211316,,531
1629503978,9.97E+11,413884416,211316,,533
1629503979,9.97E+11,414085120,211320,,534
1629503980,9.97E+11,413880320,211320,,535
1629503982,9.97E+11,413937664,211324,,537
1629503983,9.97E+11,414031872,211328,,538
1629503984,9.97E+11,414035968,211328,,539
1629503986,9.97E+11,414089216,211332,,541
1629503987,9.97E+11,413896704,211332,,542
1629503989,9.98E+11,413954048,211336,,544
1629503990,9.98E+11,414052352,211340,,545
1629503991,9.98E+11,414085120,211340,,546
1629503993,9.98E+11,413908992,211344,,548
1629503994,9.98E+11,413839360,211344,,549
1629503996,9.98E+11,413937664,211348,,551
1629503997,9.98E+11,413908992,211348,,552
1629503998,9.98E+11,413945856,211352,,553
1629504000,9.98E+11,413966336,211356,,555
1629504001,9.98E+11,414154752,211356,,556
1629504003,9.99E+11,414171136,211360,,558
1629504004,9.99E+11,414081024,211360,,559
1629504006,9.99E+11,413900800,211364,,561
1629504007,9.99E+11,413900800,211364,,562
1629504009,9.99E+11,413990912,211364,,564
1629504011,9.99E+11,414216192,211368,,566
1629504012,9.99E+11,414007296,211372,,567
1629504014,9.99E+11,414158848,211372,,569
1629504015,9.99E+11,414003200,211376,,570
1629504016,9.99E+11,413937664,211376,,571
1629504018,1.00E+12,414171136,211380,,573
1629504019,1.00E+12,414224384,211384,,574
1629504021,1.00E+12,413978624,211384,,576
1629504022,1.00E+12,413982720,211388,,577
1629504023,1.00E+12,414212096,211388,,578
1629504025,1.00E+12,414187520,211392,,580
1629504026,1.00E+12,414212096,211392,,581
1629504028,1.00E+12,414208000,211396,,583
1629504029,1.00E+12,414003200,211396,,584
1629504031,1.00E+12,414130176,211400,,586
1629504032,1.00E+12,414162944,211404,,587
1629504033,1.00E+12,414150656,211404,,588
1629504035,1.00E+12,414072832,211408,,590
1629504036,1.00E+12,414187520,211412,,591
1629504038,1.00E+12,414232576,211416,,593
1629504039,1.00E+12,414285824,211416,,594
1629504040,1.00E+12,414076928,211420,,595
1629504042,1.00E+12,414355456,211424,,597
1629504043,1.00E+12,414072832,211428,,598
1629504044,1.00E+12,414367744,211432,,599
1629504046,1.00E+12,414294016,211432,,601
1629504047,1.00E+12,414203904,211436,,602
1629504048,1.00E+12,414199808,211440,,603
1629504049,1.00E+12,414380032,211444,,604
1629504051,1.00E+12,414224384,211448,,606
1629504052,1.00E+12,414240768,211452,,607
1629504053,1.00E+12,414420992,211456,,608
1629504055,1.00E+12,414408704,211460,,610
1629504056,1.00E+12,414171136,211464,,611
1629504057,1.00E+12,414281728,211468,,612
1629504058,1.00E+12,413958144,211472,,613
1629504060,1.00E+12,414396416,211476,,615
1629504061,1.00E+12,414281728,211480,,616
1629504062,1.00E+12,414380032,211484,,617
1629504064,1.00E+12,414375936,211488,,619
1629504065,1.00E+12,414171136,211488,,620
1629504066,1.00E+12,414425088,211492,,621
1629504068,1.00E+12,414519296,211496,,623
1629504069,1.00E+12,414486528,211500,,624
1629504071,1.00E+12,414355456,211500,,626
1629504072,1.00E+12,414232576,211504,,627
1629504073,1.00E+12,414326784,211508,,628
1629504075,1.00E+12,414191616,211512,,630
1629504076,1.00E+12,414257152,211512,,631
1629504077,1.00E+12,413831168,211516,,632
1629504079,1.00E+12,414167040,211520,,634
1629504080,1.00E+12,414171136,211524,,635
1629504081,1.00E+12,414060544,211528,,636
1629504083,1.00E+12,414334976,211528,,638
1629504084,1.00E+12,414093312,211532,,639
1629504085,1.00E+12,414220288,211536,,640
1629504087,1.00E+12,414228480,211536,,642
1629504088,1.00E+12,414232576,211540,,643
1629504089,1.00E+12,414232576,211540,,644
1629504091,1.00E+12,414150656,211544,,646
1629504092,1.00E+12,414420992,211548,,647
1629504093,1.00E+12,414310400,211548,,648
1629504095,1.00E+12,414289920,211552,,650
1629504096,1.00E+12,414130176,211552,,651
1629504098,1.00E+12,414220288,211556,,653
1629504099,1.00E+12,414212096,211556,,654
1629504101,1.00E+12,414126080,211560,,656
1629504102,1.00E+12,414208000,211560,,657
1629504104,1.00E+12,414179328,211564,,659
1629504105,1.01E+12,414298112,211568,,660
1629504106,1.01E+12,414355456,211568,,661
1629504108,1.01E+12,414302208,211572,,663
1629504109,1.01E+12,414212096,211572,,664
1629504111,1.01E+12,414285824,211576,,666
1629504112,1.01E+12,414076928,211576,,667
1629504113,1.01E+12,414380032,211580,,668
1629504115,1.01E+12,414375936,211584,,670
1629504116,1.01E+12,414269440,211584,,671
1629504118,1.01E+12,414289920,211588,,673
1629504119,1.01E+12,414502912,211588,,674
1629504120,1.01E+12,414298112,211592,,675
1629504122,1.01E+12,414146560,211592,,677
1629504123,1.01E+12,414158848,211596,,678
1629504125,1.01E+12,414085120,211600,,680
1629504126,1.01E+12,414261248,211600,,681
1629504128,1.01E+12,414330880,211604,,683
1629504129,1.01E+12,414351360,211604,,684
1629504131,1.01E+12,414445568,211608,,686
1629504132,1.01E+12,414453760,211612,,687
1629504134,1.01E+12,414347264,211616,,689
1629504135,1.01E+12,414511104,211620,,690
1629504136,1.01E+12,414179328,211620,,691
1629504138,1.01E+12,414269440,211624,,693
1629504139,1.01E+12,414498816,211628,,694
1629504140,1.01E+12,414330880,211628,,695
1629504142,1.01E+12,414310400,211632,,697
1629504143,1.01E+12,414556160,211636,,698
1629504145,1.01E+12,414535680,211640,,700
1629504146,1.01E+12,414474240,211640,,701
1629504147,1.01E+12,414543872,211644,,702
1629504149,1.01E+12,414519296,211648,,704
1629504150,1.01E+12,414396416,211648,,705
1629504152,1.01E+12,414285824,211652,,707
1629504153,1.01E+12,414355456,211656,,708
1629504154,1.01E+12,414453760,211660,,709
1629504156,1.01E+12,414425088,211664,,711
1629504157,1.01E+12,414433280,211664,,712
1629504158,1.01E+12,414470144,211668,,713
1629504160,1.01E+12,414437376,211672,,715
1629504161,1.01E+12,414298112,211676,,716
1629504163,1.01E+12,414441472,211676,,718
1629504164,1.01E+12,414531584,211680,,719
1629504165,1.01E+12,414490624,211684,,720
1629504167,1.01E+12,414572544,211688,,722
1629504168,1.01E+12,414380032,211688,,723
1629504169,1.01E+12,414486528,211692,,724
1629504171,1.01E+12,414502912,211696,,726
1629504172,1.01E+12,414392320,211700,,727
1629504173,1.01E+12,414396416,211700,,728
1629504175,1.01E+12,414662656,211704,,730
1629504176,1.01E+12,414277632,211708,,731
1629504177,1.01E+12,414621696,211712,,732
1629504179,1.01E+12,414375936,211716,,734
1629504180,1.01E+12,414355456,211716,,735
1629504181,1.01E+12,414416896,211720,,736
1629504183,1.01E+12,414609408,211724,,738
1629504184,1.01E+12,414404608,211728,,739
1629504185,1.01E+12,414601216,211732,,740
1629504187,1.01E+12,414466048,211732,,742
1629504188,1.01E+12,414470144,211736,,743
1629504189,1.01E+12,414306304,211740,,744
1629504191,1.01E+12,414703616,211744,,746
1629504192,1.01E+12,414740480,211748,,747
1629504194,1.01E+12,414511104,211748,,749
1629504195,1.01E+12,414547968,211752,,750
1629504196,1.01E+12,414564352,211756,,751
1629504198,1.01E+12,414560256,211760,,753
1629504199,1.01E+12,414511104,211764,,754
1629504200,1.01E+12,414523392,211768,,755
1629504202,1.01E+12,414584832,211772,,757
1629504203,1.01E+12,414633984,211772,,758
1629504204,1.01E+12,414531584,211776,,759
1629504205,1.01E+12,414560256,211780,,760
1629504207,1.01E+12,414666752,211784,,762
1629504208,1.01E+12,414617600,211788,,763
1629504209,1.01E+12,414662656,211792,,764
1629504211,1.01E+12,414765056,211796,,766
1629504212,1.01E+12,414777344,211796,,767
1629504213,1.01E+12,414580736,211800,,768
1629504215,1.01E+12,414744576,211804,,770
1629504216,1.01E+12,414732288,211808,,771
1629504217,1.01E+12,414781440,211812,,772
1629504219,1.01E+12,414703616,211816,,774
1629504220,1.01E+12,414748672,211820,,775
1629504221,1.01E+12,414654464,211820,,776
1629504223,1.01E+12,414576640,211824,,778
1629504224,1.01E+12,414629888,211828,,779
1629504225,1.01E+12,414654464,211832,,780
1629504227,1.01E+12,414699520,211836,,782
1629504228,1.01E+12,414646272,211840,,783
1629504230,1.01E+12,414662656,211844,,785
1629504231,1.01E+12,414683136,211844,,786
1629504232,1.01E+12,414744576,211848,,787
1629504234,1.01E+12,414932992,211852,,789
1629504235,1.01E+12,414797824,211856,,790
1629504236,1.01E+12,414740480,211860,,791
1629504238,1.01E+12,414945280,211860,,793
1629504239,1.01E+12,414744576,211864,,794
1629504240,1.01E+12,414576640,211864,,795
1629504242,1.01E+12,414511104,211868,,797
1629504243,1.01E+12,414543872,211872,,798
1629504245,1.01E+12,414666752,211872,,800
1629504246,1.01E+12,414851072,211876,,801
1629504248,1.01E+12,414777344,211880,,803
1629504249,1.01E+12,414695424,211880,,804
1629504250,1.01E+12,414601216,211884,,805
1629504252,1.01E+12,414806016,211888,,807
1629504253,1.01E+12,414609408,211892,,808
1629504254,1.01E+12,414699520,211896,,809
1629504256,1.01E+12,414687232,211896,,811
