Time,Disk_Usage,,Ref_Time
1632139592,0,,1819
1632139594,0,,1821
1632139595,0,,1822
1632139597,0,,1824
1632139599,0,,1826
1632139600,210,,1827
1632139602,0,,1829
1632139604,209,,1831
1632139605,0,,1832
1632139607,209,,1834
1632139609,0,,1836
1632139610,208,,1837
1632139612,0,,1839
1632139614,0,,1841
1632139615,0,,1842
1632139617,0,,1844
1632139618,0,,1845
1632139620,0,,1847
1632139622,209,,1849
1632139623,0,,1850
1632139625,210,,1852
1632139627,0,,1854
1632139628,209,,1855
1632139630,0,,1857
1632139632,209,,1859
1632139633,0,,1860
1632139635,209,,1862
1632139636,0,,1863
1632139638,0,,1865
1632139640,0,,1867
1632139641,0,,1868
1632139643,0,,1870
1632139645,0,,1872
1632139646,0,,1873
1632139648,0,,1875
1632139649,207,,1876
1632139651,0,,1878
1632139653,207,,1880
1632139654,0,,1881
1632139656,210,,1883
1632139658,0,,1885
1632139659,209,,1886
1632139661,0,,1888
1632139662,211,,1889
1632139664,0,,1891
1632139666,0,,1893
1632139667,0,,1894
1632139669,0,,1896
1632139671,0,,1898
1632139672,0,,1899
1632139674,207,,1901
1632139676,0,,1903
1632139677,209,,1904
1632139679,0,,1906
1632139680,208,,1907
1632139682,0,,1909
1632139684,209,,1911
1632139685,0,,1912
1632139687,211,,1914
1632139689,0,,1916
1632139690,0,,1917
1632139692,0,,1919
1632139693,0,,1920
1632139695,0,,1922
1632139697,0,,1924
1632139698,209,,1925
1632139700,0,,1927
1632139702,210,,1929
1632139703,0,,1930
1632139705,210,,1932
1632139707,0,,1934
1632139708,210,,1935
1632139710,0,,1937
1632139711,0,,1938
1632139713,0,,1940
1632139715,0,,1942
1632139716,0,,1943
1632139718,0,,1945
1632139720,0,,1947
1632139721,0,,1948
1632139723,209,,1950
1632139725,0,,1952
1632139726,209,,1953
1632139728,0,,1955
1632139729,209,,1956
1632139731,0,,1958
1632139733,207,,1960
1632139734,0,,1961
1632139736,209,,1963
1632139738,0,,1965
1632139739,0,,1966
1632139741,0,,1968
1632139742,0,,1969
1632139744,0,,1971
1632139746,0,,1973
1632139747,210,,1974
1632139749,0,,1976
1632139751,209,,1978
1632139752,0,,1979
1632139754,207,,1981
1632139756,0,,1983
1632139757,210,,1984
1632139759,0,,1986
1632139760,0,,1987
1632139762,0,,1989
1632139764,0,,1991
1632139765,0,,1992
1632139767,0,,1994
1632139769,207,,1996
1632139770,0,,1997
1632139772,208,,1999
1632139774,0,,2001
